systematic_name	standard_name	chrom	start	end
YDR019C	GCV1	chrIV	484163	485365
YDR020C	DAS2	chrIV	485746	486444
YDR021W	FAL1	chrIV	486804	488003
YDR022C	ATG31	chrIV	488072	488662
YDR023W	SES1	chrIV	489508	490896
YDR024W	FYV1	chrIV	491017	491502
YDR025W	RPS11A	chrIV	491515	492324
YDR026C	NSI1	chrIV	492556	494268
YDR027C	VPS54	chrIV	494649	497318
YDR028C	REG1	chrIV	497835	500879
YDR029W		chrIV	501100	501414
YDR030C	RAD28	chrIV	501753	503273
YDR031W	MIX14	chrIV	503498	503863
YDR032C	PST2	chrIV	504099	504695
YDR033W	MRH1	chrIV	508147	509109
YDR034C	LYS14	chrIV	509737	512109
YDR034C-A		chrIV	520516	520692
YDR034C-C		chrIV	518040	519356
YDR034C-D		chrIV	514043	519356
YDR034W-B		chrIV	521314	521469
YDR035W	ARO3	chrIV	521816	522928
YDR036C	EHD3	chrIV	523211	524713
YDR037W	KRS1	chrIV	525440	527215
YDR038C	ENA5	chrIV	527422	530697
YDR039C	ENA2	chrIV	531307	534582
YDR040C	ENA1	chrIV	535192	538467
YDR041W	RSM10	chrIV	539803	540414
YDR042C		chrIV	540601	541203
YDR043C	NRG1	chrIV	542674	543369
YDR044W	HEM13	chrIV	546642	547628
YDR045C	RPC11	chrIV	547978	548310
YDR046C	BAP3	chrIV	548762	550576
YDR047W	HEM12	chrIV	551860	552948
YDR048C		chrIV	553084	553398
YDR049W	VMS1	chrIV	553254	555152
YDR050C	TPI1	chrIV	555726	556472
YDR051C	DET1	chrIV	557056	558060
YDR052C	DBF4	chrIV	558511	560625
YDR053W		chrIV	560249	560644
YDR054C	CDC34	chrIV	561440	562327
YDR055W	PST1	chrIV	563527	564861
YDR056C	EMC10	chrIV	565023	565640
YDR057W	YOS9	chrIV	565927	567555
YDR058C	TGL2	chrIV	567723	568703
YDR059C	UBC5	chrIV	569234	569770
YDR060W	MAK21	chrIV	570649	573726
YDR061W		chrIV	574164	575783
YDR062W	LCB2	chrIV	576474	578159
YDR063W	AIM7	chrIV	578663	579112
YDR064W	RPS13	chrIV	579458	580452
YDR065W	RRG1	chrIV	580687	581784
YDR066C	RTR2	chrIV	581908	582498
YDR067C	OCA6	chrIV	582791	583465
YDR068W	DOS2	chrIV	583713	584645
YDR069C	DOA4	chrIV	584939	587719
YDR070C	FMP16	chrIV	588098	588379
YDR071C	PAA1	chrIV	588827	589402
YDR072C	IPT1	chrIV	589761	591344
YDR073W	SNF11	chrIV	592439	592948
YDR074W	TPS2	chrIV	593893	596583
YDR075W	PPH3	chrIV	597156	598082
YDR076W	RAD55	chrIV	598468	599688
YDR077W	SED1	chrIV	600793	601809
YDR078C	SHU2	chrIV	602198	602869
YDR079C-A	TFB5	chrIV	603593	603811
YDR079W	PET100	chrIV	603064	603399
YDR080W	VPS41	chrIV	604008	606986
YDR081C	PDC2	chrIV	607304	610081
YDR082W	STN1	chrIV	610441	611925
YDR083W	RRP8	chrIV	612073	613251
YDR084C	TVP23	chrIV	613405	614004
YDR085C	AFR1	chrIV	614288	616150
YDR086C	SSS1	chrIV	616928	617170
YDR087C	RRP1	chrIV	617470	618306
YDR088C	SLU7	chrIV	618497	619645
YDR089W	VTC5	chrIV	622112	624721
YDR090C	ILT1	chrIV	625066	625998
YDR091C	RLI1	chrIV	626708	628534
YDR092W	UBC13	chrIV	629876	630605
YDR093W	DNF2	chrIV	631282	636120
YDR094W		chrIV	635840	636175
YDR095C		chrIV	636117	636527
YDR096W	GIS1	chrIV	637139	639823
YDR097C	MSH6	chrIV	640109	643837
YDR098C	GRX3	chrIV	644178	644930
YDR098C-A		chrIV	649804	651126
YDR098C-B		chrIV	645858	651126
YDR099W	BMH2	chrIV	653607	654428
YDR100W	TVP15	chrIV	655013	655444
YDR101C	ARX1	chrIV	655686	657467
YDR102C		chrIV	657648	657980
YDR103W	STE5	chrIV	658350	661103
YDR104C	SPO71	chrIV	661173	664910
YDR105C	TMS1	chrIV	665349	666770
YDR106W	ARP10	chrIV	667004	667858
YDR107C	TMN2	chrIV	669016	671034
YDR108W	TRS85	chrIV	671269	673365
YDR109C		chrIV	673520	675667
YDR110W	FOB1	chrIV	676102	677802
YDR111C	ALT2	chrIV	678241	679764
YDR112W	IRC2	chrIV	679544	679852
YDR113C	PDS1	chrIV	680496	681617
YDR114C		chrIV	681924	682226
YDR115W	MRX14	chrIV	682175	682492
YDR116C	MRPL1	chrIV	682724	683581
YDR117C	TMA64	chrIV	683946	685643
YDR118W	APC4	chrIV	685882	687840
YDR118W-A		chrIV	687768	687884
YDR119W	VBA4	chrIV	688227	690533
YDR119W-A	COX26	chrIV	691014	691214
YDR120C	TRM1	chrIV	691549	693261
YDR121W	DPB4	chrIV	693585	694175
YDR122W	KIN1	chrIV	694700	697894
YDR123C	INO2	chrIV	698554	699468
YDR124W		chrIV	700315	701289
YDR125C	ECM18	chrIV	701397	702758
YDR126W	SWF1	chrIV	703234	704244
YDR127W	ARO1	chrIV	704484	709250
YDR128W	MTC5	chrIV	709549	712995
YDR129C	SAC6	chrIV	713340	715379
YDR130C	FIN1	chrIV	715747	716622
YDR131C		chrIV	716790	718460
YDR132C		chrIV	718816	720303
YDR133C		chrIV	720962	721297
YDR134C		chrIV	721071	721481
YDR135C	YCF1	chrIV	723004	727551
YDR136C	VPS61	chrIV	727711	728283
YDR137W	RGP1	chrIV	728259	730250
YDR138W	HPR1	chrIV	730578	732836
YDR139C	RUB1	chrIV	733618	733924
YDR140W	MTQ2	chrIV	734138	734803
YDR141C	DOP1	chrIV	734901	739997
YDR142C	PEX7	chrIV	740473	741600
YDR143C	SAN1	chrIV	742042	743874
YDR144C	MKC7	chrIV	744311	746101
YDR145W	TAF12	chrIV	746738	748357
YDR146C	SWI5	chrIV	748613	750742
YDR147W	EKI1	chrIV	751631	753235
YDR148C	KGD2	chrIV	753675	755066
YDR149C		chrIV	755555	756262
YDR150W	NUM1	chrIV	755628	763874
YDR151C	CTH1	chrIV	764178	765155
YDR152W	GIR2	chrIV	765706	766503
YDR153C	ENT5	chrIV	766736	767971
YDR154C		chrIV	768403	768753
YDR155C	CPR1	chrIV	768512	769000
YDR156W	RPA14	chrIV	769525	769938
YDR157W		chrIV	769931	770332
YDR158W	HOM2	chrIV	770357	771454
YDR159W	SAC3	chrIV	771877	775782
YDR160W	SSY1	chrIV	776163	778721
YDR161W	ACL4	chrIV	779043	780206
YDR162C	NBP2	chrIV	780390	781100
YDR163W	CWC15	chrIV	781423	781950
YDR164C	SEC1	chrIV	782041	784215
YDR165W	TRM82	chrIV	784871	786205
YDR166C	SEC5	chrIV	786306	789221
YDR167W	TAF10	chrIV	789449	790069
YDR168W	CDC37	chrIV	790328	791848
YDR169C	STB3	chrIV	792348	793889
YDR169C-A		chrIV	794574	794723
YDR170C	SEC7	chrIV	796193	802222
YDR170W-A		chrIV	803195	804517
YDR171W	HSP42	chrIV	806621	807748
YDR172W	SUP35	chrIV	808324	810381
YDR173C	ARG82	chrIV	810565	811632
YDR174W	HMO1	chrIV	812110	812850
YDR175C	RSM24	chrIV	813193	814152
YDR176W	NGG1	chrIV	814452	816560
YDR177W	UBC1	chrIV	816878	817525
YDR178W	SDH4	chrIV	817950	818495
YDR179C	CSN9	chrIV	818708	819196
YDR179W-A	NVJ3	chrIV	819433	820824
YDR180W	SCC2	chrIV	821295	825776
YDR181C	SAS4	chrIV	825910	827355
YDR182W	CDC1	chrIV	827582	829057
YDR182W-A		chrIV	829151	829354
YDR183C-A		chrIV	830397	830654
YDR183W	PLP1	chrIV	829585	830277
YDR184C	ATC1	chrIV	830629	831513
YDR185C	UPS3	chrIV	831934	832473
YDR186C	SND1	chrIV	832859	835492
YDR187C		chrIV	836228	836746
YDR188W	CCT6	chrIV	836421	838061
YDR189W	SLY1	chrIV	838392	840392
YDR190C	RVB1	chrIV	840604	841995
YDR191W	HST4	chrIV	842337	843449
YDR192C	NUP42	chrIV	843569	844861
YDR193W		chrIV	844554	844952
YDR194C	MSS116	chrIV	845952	847946
YDR194W-A		chrIV	848071	848223
YDR195W	REF2	chrIV	848599	850200
YDR196C	CAB5	chrIV	850274	850999
YDR197W	CBS2	chrIV	851228	852397
YDR198C	RKM2	chrIV	852533	853972
YDR199W		chrIV	854175	854540
YDR200C	VPS64	chrIV	854279	856093
YDR201W	SPC19	chrIV	856317	856814
YDR202C	RAV2	chrIV	856898	857953
YDR203W		chrIV	857682	857999
YDR204W	COQ4	chrIV	858137	859144
YDR205W	MSC2	chrIV	859346	861520
YDR206W	EBS1	chrIV	862054	864708
YDR207C	UME6	chrIV	865012	867522
YDR208W	MSS4	chrIV	868224	870563
YDR209C		chrIV	871036	871449
YDR210C-C		chrIV	882605	883927
YDR210C-D		chrIV	878659	883927
YDR210W		chrIV	871074	871301
YDR210W-A		chrIV	872112	873428
YDR210W-B		chrIV	872112	877425
YDR211W	GCD6	chrIV	884727	886865
YDR212W	TCP1	chrIV	887232	888911
YDR213W	UPC2	chrIV	889751	892492
YDR214W	AHA1	chrIV	892875	893927
YDR215C		chrIV	894089	894502
YDR216W	ADR1	chrIV	895035	899006
YDR217C	RAD9	chrIV	899551	903480
YDR218C	SPR28	chrIV	903781	905052
YDR219C	MFB1	chrIV	905455	906852
YDR220C		chrIV	907000	907293
YDR221W	GTB1	chrIV	907330	909438
YDR222W		chrIV	910054	911301
YDR223W	CRF1	chrIV	912099	913502
YDR224C	HTB1	chrIV	914317	914712
YDR225W	HTA1	chrIV	915530	915928
YDR226W	ADK1	chrIV	916486	917154
YDR227W	SIR4	chrIV	917571	921647
YDR228C	PCF11	chrIV	921926	923806
YDR229W	IVY1	chrIV	924785	926146
YDR230W		chrIV	926223	926570
YDR231C	COX20	chrIV	926293	926910
YDR232W	HEM1	chrIV	927452	929098
YDR233C	RTN1	chrIV	929470	930357
YDR234W	LYS4	chrIV	931129	933210
YDR235W	PRP42	chrIV	933504	935138
YDR236C	FMN1	chrIV	935236	935892
YDR237W	MRPL7	chrIV	936615	937493
YDR238C	SEC26	chrIV	937895	940816
YDR239C		chrIV	941057	943420
YDR240C	SNU56	chrIV	943674	945152
YDR241W	BUD26	chrIV	945151	945438
YDR242W	AMD2	chrIV	946807	948456
YDR243C	PRP28	chrIV	948518	950284
YDR244W	PEX5	chrIV	950563	952401
YDR245W	MNN10	chrIV	952800	953981
YDR246W	TRS23	chrIV	954288	954947
YDR246W-A		chrIV	955133	955333
YDR247W	VHS1	chrIV	956013	957398
YDR248C		chrIV	957758	958339
YDR249C		chrIV	958681	959802
YDR250C		chrIV	960086	960361
YDR251W	PAM1	chrIV	960614	963106
YDR252W	BTT1	chrIV	963412	963861
YDR253C	MET32	chrIV	963990	964565
YDR254W	CHL4	chrIV	965113	966489
YDR255C	RMD5	chrIV	966557	967822
YDR256C	CTA1	chrIV	968133	969680
YDR257C	RKM4	chrIV	969990	971474
YDR258C	HSP78	chrIV	971808	974243
YDR259C	YAP6	chrIV	974631	975782
YDR260C	SWM1	chrIV	976717	977229
YDR261C	EXG2	chrIV	977521	979209
YDR261C-C		chrIV	991027	992349
YDR261C-D		chrIV	987534	992349
YDR261W-A		chrIV	981462	982778
YDR261W-B		chrIV	981462	986775
YDR262W		chrIV	993134	993952
YDR263C	DIN7	chrIV	994242	995534
YDR264C	AKR1	chrIV	996029	998323
YDR265W	PEX10	chrIV	998864	999877
YDR266C	HEL2	chrIV	1000104	1002023
YDR267C	CIA1	chrIV	1002510	1003502
YDR268W	MSW1	chrIV	1004004	1005143
YDR269C		chrIV	1005665	1005988
YDR270W	CCC2	chrIV	1005675	1008689
YDR271C		chrIV	1008395	1008766
YDR272W	GLO2	chrIV	1009010	1009834
YDR273W	DON1	chrIV	1010176	1011273
YDR274C		chrIV	1011589	1011960
YDR275W	BSC2	chrIV	1012252	1012959
YDR276C	PMP3	chrIV	1013476	1013643
YDR277C	MTH1	chrIV	1014401	1015702
YDR278C		chrIV	1017001	1017318
YDR279W	RNH202	chrIV	1019368	1020420
YDR280W	RRP45	chrIV	1020747	1021664
YDR281C	PHM6	chrIV	1022007	1022321
YDR282C	MRX10	chrIV	1023511	1024755
YDR283C	GCN2	chrIV	1025070	1030049
YDR284C	DPP1	chrIV	1030550	1031419
YDR285W	ZIP1	chrIV	1032436	1035063
YDR286C	MGP12	chrIV	1035231	1035575
YDR287W	INM2	chrIV	1035995	1036873
YDR288W	NSE3	chrIV	1037195	1038106
YDR289C	RTT103	chrIV	1038280	1039509
YDR290W		chrIV	1039370	1039699
YDR291W	HRQ1	chrIV	1039728	1042961
YDR292C	SRP101	chrIV	1043146	1045011
YDR293C	SSD1	chrIV	1045640	1049392
YDR294C	DPL1	chrIV	1050459	1052228
YDR295C	HDA2	chrIV	1052623	1054647
YDR296W	MHR1	chrIV	1055212	1055892
YDR297W	SUR2	chrIV	1056551	1057600
YDR298C	ATP5	chrIV	1058176	1058814
YDR299W	BFR2	chrIV	1059627	1061231
YDR300C	PRO1	chrIV	1061505	1062791
YDR301W	CFT1	chrIV	1063352	1067425
YDR302W	GPI11	chrIV	1067731	1068390
YDR303C	RSC3	chrIV	1068729	1071386
YDR304C	CPR5	chrIV	1071880	1072557
YDR305C	HNT2	chrIV	1072746	1073488
YDR306C		chrIV	1073735	1075171
YDR307W	PMT7	chrIV	1075865	1077853
YDR308C	SRB7	chrIV	1078027	1078449
YDR309C	GIC2	chrIV	1079048	1080199
YDR310C	SUM1	chrIV	1081128	1084316
YDR311W	TFB1	chrIV	1085065	1086993
YDR312W	SSF2	chrIV	1087581	1088942
YDR313C	PIB1	chrIV	1089219	1090079
YDR314C	RAD34	chrIV	1090433	1092511
YDR315C	IPK1	chrIV	1092741	1093586
YDR316W	OMS1	chrIV	1093763	1095178
YDR316W-A		chrIV	1096064	1097386
YDR316W-B		chrIV	1096064	1101332
YDR317W	HIM1	chrIV	1102184	1103428
YDR318W	MCM21	chrIV	1103758	1104947
YDR319C	YFT2	chrIV	1105003	1105827
YDR320C	SWA2	chrIV	1106095	1108101
YDR320C-A	DAD4	chrIV	1108280	1108498
YDR320W-B		chrIV	1108484	1108621
YDR321W	ASP1	chrIV	1108702	1109847
YDR322C-A	TIM11	chrIV	1112003	1112293
YDR322W	MRPL35	chrIV	1110589	1111692
YDR323C	PEP7	chrIV	1112480	1114027
YDR324C	UTP4	chrIV	1114433	1116763
YDR325W	YCG1	chrIV	1117126	1120233
YDR326C	YSP2	chrIV	1120609	1124925
YDR327W		chrIV	1125302	1125628
YDR328C	SKP1	chrIV	1125434	1126018
YDR329C	PEX3	chrIV	1126270	1127595
YDR330W	UBX5	chrIV	1127872	1129374
YDR331W	GPI8	chrIV	1129588	1130823
YDR332W	IRC3	chrIV	1131001	1133070
YDR333C	RQC1	chrIV	1133260	1135431
YDR334W	SWR1	chrIV	1135932	1140476
YDR335W	MSN5	chrIV	1141168	1144842
YDR336W	MRX8	chrIV	1145092	1146036
YDR337W	MRPS28	chrIV	1146319	1147179
YDR338C		chrIV	1147379	1149466
YDR339C	FCF1	chrIV	1149951	1150520
YDR340W		chrIV	1150881	1151183
YDR341C		chrIV	1151803	1153626
YDR342C	HXT7	chrIV	1154216	1155928
YDR343C	HXT6	chrIV	1159608	1161320
YDR344C		chrIV	1162006	1162449
YDR345C	HXT3	chrIV	1162957	1164660
YDR346C	SVF1	chrIV	1167214	1168659
YDR347W	MRP1	chrIV	1169178	1170143
YDR348C	PAL1	chrIV	1170326	1171825
YDR349C	YPS7	chrIV	1172386	1174176
YDR350C	ATP22	chrIV	1176120	1178174
YDR351W	SBE2	chrIV	1178666	1181260
YDR352W	YPQ2	chrIV	1181801	1182754
YDR353W	TRR1	chrIV	1183299	1184258
YDR354C-A		chrIV	1185139	1185282
YDR354W	TRP4	chrIV	1184747	1185889
YDR355C		chrIV	1186067	1186369
YDR356W	SPC110	chrIV	1186107	1188941
YDR357C	CNL1	chrIV	1189199	1189567
YDR358W	GGA1	chrIV	1190059	1191732
YDR359C	EAF1	chrIV	1191936	1194884
YDR360W	OPI7	chrIV	1194598	1195032
YDR361C	BCP1	chrIV	1195412	1196263
YDR362C	TFC6	chrIV	1196679	1198697
YDR363W	ESC2	chrIV	1199183	1200553
YDR363W-A	SEM1	chrIV	1202128	1202397
YDR364C	CDC40	chrIV	1202843	1204210
YDR365C	ESF1	chrIV	1204497	1206383
YDR365W-A		chrIV	1206997	1208319
YDR365W-B		chrIV	1206997	1212265
YDR366C		chrIV	1212438	1212836
YDR367W	KEI1	chrIV	1212848	1213614
YDR368W	YPR1	chrIV	1213904	1214842
YDR369C	XRS2	chrIV	1215016	1217580
YDR370C	DXO1	chrIV	1217782	1219110
YDR371C-A		chrIV	1219509	1219613
YDR371W	CTS2	chrIV	1219413	1220948
YDR372C	VPS74	chrIV	1221112	1222149
YDR373W	FRQ1	chrIV	1222759	1223331
YDR374C	PHO92	chrIV	1223474	1224394
YDR374W-A	WIP1	chrIV	1224757	1225026
YDR375C	BCS1	chrIV	1225166	1226536
YDR376W	ARH1	chrIV	1226822	1228303
YDR377W	ATP17	chrIV	1228611	1228916
YDR378C	LSM6	chrIV	1229349	1229609
YDR379C-A	SDH6	chrIV	1233278	1233517
YDR379W	RGA2	chrIV	1230167	1233196
YDR380W	ARO10	chrIV	1234218	1236125
YDR381C-A	COI1	chrIV	1238312	1238850
YDR381W	YRA1	chrIV	1236558	1238004
YDR382W	RPP2B	chrIV	1239492	1239824
YDR383C	NKP1	chrIV	1239960	1240676
YDR384C	ATO3	chrIV	1241204	1242031
YDR385W	EFT2	chrIV	1243230	1245758
YDR386W	MUS81	chrIV	1246084	1247982
YDR387C	CIN10	chrIV	1248154	1249821
YDR388W	RVS167	chrIV	1250186	1251634
YDR389W	SAC7	chrIV	1252537	1254501
YDR390C	UBA2	chrIV	1254937	1256847
YDR391C		chrIV	1257358	1258056
YDR392W	SPT3	chrIV	1258696	1259709
YDR393W	SHE9	chrIV	1259901	1261271
YDR394W	RPT3	chrIV	1261681	1262967
YDR395W	SXM1	chrIV	1263324	1266158
YDR396W		chrIV	1266295	1266795
YDR397C	NCB2	chrIV	1266366	1266898
YDR398W	UTP5	chrIV	1267471	1269402
YDR399W	HPT1	chrIV	1270068	1270733
YDR400W	URH1	chrIV	1271063	1272085
YDR401W		chrIV	1272223	1272786
YDR402C	DIT2	chrIV	1272234	1273703
YDR403W	DIT1	chrIV	1274602	1276212
YDR404C	RPB7	chrIV	1276654	1277169
YDR405W	MRP20	chrIV	1277646	1278437
YDR406W	PDR15	chrIV	1279210	1283799
YDR406W-A		chrIV	1283799	1284044
YDR407C	TRS120	chrIV	1284069	1287938
YDR408C	ADE8	chrIV	1288215	1288859
YDR409W	SIZ1	chrIV	1289406	1292120
YDR410C	STE14	chrIV	1292372	1293091
YDR411C	DFM1	chrIV	1293369	1294394
YDR412W	RRP17	chrIV	1294693	1295400
YDR413C		chrIV	1294836	1295411
YDR414C	ERD1	chrIV	1295598	1296686
YDR415C		chrIV	1297037	1298161
YDR416W	SYF1	chrIV	1298432	1301011
YDR417C		chrIV	1301555	1301926
YDR418W	RPL12B	chrIV	1301616	1302113
YDR419W	RAD30	chrIV	1303174	1305072
YDR420W	HKR1	chrIV	1306267	1311675
YDR421W	ARO80	chrIV	1312040	1314892
YDR422C	SIP1	chrIV	1315326	1317773
YDR423C	CAD1	chrIV	1318046	1319275
YDR424C	DYN2	chrIV	1319387	1319841
YDR425W	SNX41	chrIV	1320064	1321941
YDR426C		chrIV	1321629	1322006
YDR427W	RPN9	chrIV	1322205	1323386
YDR428C	BNA7	chrIV	1323454	1324239
YDR429C	TIF35	chrIV	1324477	1325301
YDR430C	CYM1	chrIV	1325501	1328470
YDR431W		chrIV	1328390	1328701
YDR432W	NPL3	chrIV	1328783	1330027
YDR433W		chrIV	1329600	1330040
YDR434W	GPI17	chrIV	1331237	1332841
YDR435C	PPM1	chrIV	1332983	1333969
YDR436W	PPZ2	chrIV	1334821	1336953
YDR437W	GPI19	chrIV	1337352	1337774
YDR438W	THI74	chrIV	1338274	1339386
YDR439W	LRS4	chrIV	1339676	1340719
YDR440W	DOT1	chrIV	1342493	1344241
YDR441C	APT2	chrIV	1344517	1345062
YDR442W		chrIV	1345647	1346039
YDR443C	SSN2	chrIV	1345676	1349938
YDR444W		chrIV	1350290	1352353
YDR445C		chrIV	1352182	1352589
YDR446W	ECM11	chrIV	1353725	1354633
YDR447C	RPS17B	chrIV	1354829	1355553
YDR448W	ADA2	chrIV	1356065	1357369
YDR449C	UTP6	chrIV	1357580	1358902
YDR450W	RPS18A	chrIV	1359923	1360798
YDR451C	YHP1	chrIV	1361120	1362181
YDR452W	PPN1	chrIV	1362878	1364902
YDR453C	TSA2	chrIV	1365072	1365662
YDR454C	GUK1	chrIV	1366264	1366827
YDR455C		chrIV	1367373	1367681
YDR456W	NHX1	chrIV	1367485	1369386
YDR457W	TOM1	chrIV	1369790	1379596
YDR458C	HEH2	chrIV	1380055	1382046
YDR459C	PFA5	chrIV	1382319	1383443
YDR460W	TFB3	chrIV	1383811	1384776
YDR461C-A	CMI8	chrIV	1385524	1385766
YDR461W	MFA1	chrIV	1385176	1385286
YDR462W	MRPL28	chrIV	1386073	1386516
YDR463W	STP1	chrIV	1386816	1388375
YDR464C-A		chrIV	1392492	1392680
YDR464W	SPP41	chrIV	1388872	1393179
YDR465C	RMT2	chrIV	1393336	1394574
YDR466W	PKH3	chrIV	1395121	1397817
YDR467C		chrIV	1397583	1397909
YDR468C	TLG1	chrIV	1398026	1398700
YDR469W	SDC1	chrIV	1399015	1399542
YDR470C	UGO1	chrIV	1399706	1401214
YDR471W	RPL27B	chrIV	1401770	1402564
YDR472W	TRS31	chrIV	1403322	1404173
YDR473C	PRP3	chrIV	1404445	1405854
YDR474C		chrIV	1407452	1409119
YDR475C	JIP4	chrIV	1407464	1410094
YDR476C		chrIV	1410453	1411127
YDR477W	SNF1	chrIV	1412373	1414274
YDR478W	SNM1	chrIV	1414575	1415171
YDR479C	PEX29	chrIV	1415210	1416874
YDR480W	DIG2	chrIV	1417399	1418370
YDR481C	PHO8	chrIV	1418550	1420250
YDR482C	CWC21	chrIV	1420431	1420838
YDR483W	KRE2	chrIV	1421157	1422485
YDR484W	VPS52	chrIV	1422763	1424688
YDR485C	VPS72	chrIV	1424820	1427207
YDR486C	VPS60	chrIV	1427431	1428120
YDR487C	RIB3	chrIV	1428354	1428980
YDR488C	PAC11	chrIV	1429188	1430789
YDR489W	SLD5	chrIV	1431012	1431896
YDR490C	PKH1	chrIV	1431968	1434268
YDR491C		chrIV	1434500	1434991
YDR492W	IZH1	chrIV	1434924	1435874
YDR493W	MZM1	chrIV	1436217	1436588
YDR494W	RSM28	chrIV	1436930	1438015
YDR495C	VPS3	chrIV	1438115	1441150
YDR496C	PUF6	chrIV	1441433	1443403
YDR497C	ITR1	chrIV	1443713	1445467
YDR498C	SEC20	chrIV	1445843	1446994
YDR499W	LCD1	chrIV	1447830	1450073
YDR500C	RPL37B	chrIV	1450198	1450853
YDR501W	PLM2	chrIV	1451353	1452918
YDR502C	SAM2	chrIV	1453310	1454464
YDR503C	LPP1	chrIV	1455042	1455866
YDR504C	SPG3	chrIV	1456311	1456694
YDR505C	PSP1	chrIV	1456695	1459220
YDR506C	GMC1	chrIV	1459728	1461554
YDR507C	GIN4	chrIV	1462358	1465786
YDR508C	GNP1	chrIV	1466453	1468444
YDR509W		chrIV	1468226	1468573
YDR510C-A		chrIV	1469695	1469811
YDR510W	SMT3	chrIV	1469400	1469705
YDR511W	SDH7	chrIV	1470017	1470418
YDR512C	EMI1	chrIV	1470500	1471063
YDR513W	GRX2	chrIV	1471017	1471448
YDR514C		chrIV	1471548	1472999
YDR515W	SLF1	chrIV	1473429	1474772
YDR516C	EMI2	chrIV	1474974	1476476
YDR517W	GRH1	chrIV	1477239	1478357
YDR518W	EUG1	chrIV	1478608	1480161
YDR519W	FPR2	chrIV	1480425	1480832
YDR520C	URC2	chrIV	1481085	1483403
YDR521W		chrIV	1483141	1483476
YDR522C	SPS2	chrIV	1483795	1485303
YDR523C	SPS1	chrIV	1485566	1487038
YDR524C	AGE1	chrIV	1487542	1488990
YDR524C-A		chrIV	1489871	1489990
YDR524C-B		chrIV	1489598	1489798
YDR524W-C		chrIV	1489403	1489492
YDR525W	API2	chrIV	1489905	1490234
YDR525W-A	SNA2	chrIV	1490596	1490835
YDR526C		chrIV	1491075	1491545
YDR527W	RBA50	chrIV	1491094	1492413
YDR528W	HLR1	chrIV	1494586	1495857
YDR529C	QCR7	chrIV	1496165	1496548
YDR530C	APA2	chrIV	1496791	1497768
YDR531W	CAB1	chrIV	1498232	1499335
YDR532C	KRE28	chrIV	1499396	1500553
YDR533C	HSP31	chrIV	1501447	1502160
YDR534C	FIT1	chrIV	1503314	1504900
YDR535C		chrIV	1506606	1507362
YDR536W	STL1	chrIV	1508005	1509714
YDR537C		chrIV	1510856	1511461
YDR538W	PAD1	chrIV	1510902	1511630
YDR539W	FDC1	chrIV	1512094	1513605
YDR540C	IRC4	chrIV	1517136	1517675
YDR541C		chrIV	1519664	1520698
YDR542W	PAU10	chrIV	1523249	1523611
YDR543C		chrIV	1524634	1524933
YDR544C		chrIV	1525095	1525523
YDR545C-A		chrIV	1530863	1531342
YDR545W	YRF1-1	chrIV	1526321	1531711
YEL001C	IRC22	chrV	150301	150978
YEL002C	WBP1	chrV	148722	150014
YEL003W	GIM4	chrV	148176	148599
YEL004W	YEA4	chrV	146951	147979
YEL005C	VAB2	chrV	145907	146755
YEL006W	YEA6	chrV	144327	145334
YEL007W	MIT1	chrV	141892	143892
YEL008C-A		chrV	140726	140818
YEL008W		chrV	140512	140892
YEL009C	GCN4	chrV	138918	139763
YEL009C-A		chrV	136371	136778
YEL010W		chrV	136279	136629
YEL011W	GLC3	chrV	133120	135234
YEL012W	UBC8	chrV	131772	132551
YEL013W	VAC8	chrV	128825	130561
YEL014C		chrV	128303	128608
YEL015W	EDC3	chrV	126629	128284
YEL016C	NPP2	chrV	124737	126218
YEL017C-A	PMP2	chrV	122798	122929
YEL017W	GTT3	chrV	123657	124670
YEL018C-A		chrV	121455	121988
YEL018W	EAF5	chrV	121471	122310
YEL019C	MMS21	chrV	120498	121301
YEL020C	PXP1	chrV	118617	120299
YEL020C-B		chrV	117183	117380
YEL020W-A	TIM9	chrV	117211	117474
YEL021W	URA3	chrV	116167	116970
YEL022W	GEA2	chrV	111421	115800
YEL023C		chrV	108504	110552
YEL024W	RIP1	chrV	107260	107907
YEL025C		chrV	102581	106147
YEL026W	SNU13	chrV	101943	102323
YEL027W	VMA3	chrV	100769	101251
YEL028W		chrV	98668	99129
YEL029C	BUD16	chrV	96858	97796
YEL030C-A		chrV	94583	94897
YEL030W	ECM10	chrV	94644	96578
YEL031W	SPF1	chrV	90258	93905
YEL032C-A		chrV	87040	87201
YEL032W	MCM3	chrV	86937	89852
YEL033W	MTC7	chrV	86179	86598
YEL034C-A		chrV	85613	86215
YEL034W	HYP2	chrV	85676	86149
YEL035C	UTR5	chrV	85045	85545
YEL036C	ANP1	chrV	83050	84552
YEL037C	RAD23	chrV	81407	82603
YEL038W	UTR4	chrV	80462	81145
YEL039C	CYC7	chrV	79636	79977
YEL040W	UTR2	chrV	78053	79456
YEL041W	YEF1	chrV	75944	77431
YEL042W	GDA1	chrV	73771	75327
YEL043W		chrV	70478	73348
YEL044W	IES6	chrV	69757	70257
YEL045C		chrV	68840	69265
YEL046C	GLY1	chrV	67629	68792
YEL047C	FRD1	chrV	65385	66797
YEL048C	TCA17	chrV	64709	65167
YEL049W	PAU2	chrV	63728	64090
YEL050C	RML2	chrV	59670	60851
YEL050W-A		chrV	59549	59740
YEL051W	VMA8	chrV	58378	59148
